Lmod has detected the following error: The following module(s) could not be
loaded: "openmpi/4.0.3"

Please check the spelling or version number. Also try "module spider ..."

It is also possible that the module is not available for this node type.
See https://docs.icer.msu.edu/available_software/overview/ for details. 


Compiling reverseGOL-mpi.c...
Running MPI program with 4 tasks...
Worker 3: Generation 760 with best=0 fitness=0
Worker 2: Generation 760 with best=0 fitness=0
Worker 1: Generation 761 with best=0 fitness=0
Worker 0: Generation 761 with best=0 fitness=0
Worker 2: Generation 761 with best=0 fitness=0
Worker 3: Generation 761 with best=0 fitness=0
Worker 1: Generation 762 with best=0 fitness=0
Worker 0: Generation 762 with best=0 fitness=0
Worker 2: Generation 762 with best=0 fitness=0
Worker 3: Generation 762 with best=0 fitness=0
Worker 1: Generation 763 with best=0 fitness=0
Worker 0: Generation 763 with best=0 fitness=0
Worker 3: Generation 763 with best=0 fitness=0
Worker 2: Generation 763 with best=0 fitness=0
Worker 1: Generation 764 with best=0 fitness=0
Worker 0: Generation 764 with best=0 fitness=0
Worker 3: Generation 764 with best=0 fitness=0
Worker 2: Generation 764 with best=0 fitness=0
Worker 1: Generation 765 with best=0 fitness=0
Worker 0: Generation 765 with best=0 fitness=0
Worker 3: Generation 765 with best=0 fitness=0
Worker 2: Generation 765 with best=0 fitness=0
Worker 1: Generation 766 with best=0 fitness=0
Worker 0: Generation 766 with best=0 fitness=0
Worker 3: Generation 766 with best=0 fitness=0
Worker 2: Generation 766 with best=0 fitness=0
Worker 1: Generation 767 with best=0 fitness=0
Worker 0: Generation 767 with best=0 fitness=0
Worker 3: Generation 767 with best=0 fitness=0
Worker 2: Generation 767 with best=0 fitness=0
Worker 1: Generation 768 with best=0 fitness=0
Worker 0: Generation 768 with best=0 fitness=0
Worker 3: Generation 768 with best=0 fitness=0
Worker 2: Generation 768 with best=0 fitness=0
Worker 1: Generation 769 with best=0 fitness=0
Worker 0: Generation 769 with best=0 fitness=0
Worker 3: Generation 769 with best=0 fitness=0
Worker 2: Generation 769 with best=0 fitness=0
Worker 1: Generation 770 with best=0 fitness=0
Worker 0: Generation 770 with best=0 fitness=0
Worker 2: Generation 770 with best=0 fitness=0
Worker 3: Generation 770 with best=0 fitness=0
Worker 1: Generation 771 with best=0 fitness=0
Worker 0: Generation 771 with best=0 fitness=0
Worker 3: Generation 771 with best=0 fitness=0
Worker 2: Generation 771 with best=0 fitness=0
Worker 1: Generation 772 with best=0 fitness=0
Worker 0: Generation 772 with best=0 fitness=0
Worker 3: Generation 772 with best=0 fitness=0
Worker 2: Generation 772 with best=0 fitness=0
Worker 1: Generation 773 with best=0 fitness=0
Worker 0: Generation 773 with best=0 fitness=0
Worker 3: Generation 773 with best=0 fitness=0
Worker 2: Generation 773 with best=0 fitness=0
Worker 1: Generation 774 with best=0 fitness=0
Worker 0: Generation 774 with best=0 fitness=0
Worker 3: Generation 774 with best=0 fitness=0
Worker 2: Generation 774 with best=0 fitness=0
Worker 1: Generation 775 with best=0 fitness=0
Worker 0: Generation 775 with best=0 fitness=0
Worker 2: Generation 775 with best=0 fitness=0
Worker 3: Generation 775 with best=0 fitness=0
Worker 1: Generation 776 with best=0 fitness=0
Worker 0: Generation 776 with best=0 fitness=0
Worker 3: Generation 776 with best=0 fitness=0
Worker 2: Generation 776 with best=0 fitness=0
Worker 1: Generation 777 with best=0 fitness=0
Worker 0: Generation 777 with best=0 fitness=0
Worker 3: Generation 777 with best=0 fitness=0
Worker 2: Generation 777 with best=0 fitness=0
Worker 1: Generation 778 with best=0 fitness=0
Worker 0: Generation 778 with best=0 fitness=0
Worker 3: Generation 778 with best=0 fitness=0
Worker 2: Generation 778 with best=0 fitness=0
Worker 1: Generation 779 with best=0 fitness=0
Worker 0: Generation 779 with best=0 fitness=0
Worker 3: Generation 779 with best=0 fitness=0
Worker 2: Generation 779 with best=0 fitness=0
Worker 1: Generation 780 with best=0 fitness=0
Worker 0: Generation 780 with best=0 fitness=0
Worker 3: Generation 780 with best=0 fitness=0
Worker 2: Generation 780 with best=0 fitness=0
Worker 1: Generation 781 with best=0 fitness=0
Worker 0: Generation 781 with best=0 fitness=0
Worker 2: Generation 781 with best=0 fitness=0
Worker 3: Generation 781 with best=0 fitness=0
Worker 1: Generation 782 with best=0 fitness=0
Worker 0: Generation 782 with best=0 fitness=0
Worker 3: Generation 782 with best=0 fitness=0
Worker 2: Generation 782 with best=0 fitness=0
Worker 1: Generation 783 with best=0 fitness=0
Worker 0: Generation 783 with best=0 fitness=0
Worker 2: Generation 783 with best=0 fitness=0
Worker 3: Generation 783 with best=0 fitness=0
Worker 1: Generation 784 with best=0 fitness=0
Worker 0: Generation 784 with best=0 fitness=0
Worker 3: Generation 784 with best=0 fitness=0
Worker 2: Generation 784 with best=0 fitness=0
Worker 1: Generation 785 with best=0 fitness=0
Worker 0: Generation 785 with best=0 fitness=0
Worker 3: Generation 785 with best=0 fitness=0
Worker 2: Generation 785 with best=0 fitness=0
Worker 1: Generation 786 with best=0 fitness=0
Worker 0: Generation 786 with best=0 fitness=0
Worker 3: Generation 786 with best=0 fitness=0
Worker 2: Generation 786 with best=0 fitness=0
Worker 1: Generation 787 with best=0 fitness=0
Worker 0: Generation 787 with best=0 fitness=0
Worker 3: Generation 787 with best=0 fitness=0
Worker 2: Generation 787 with best=0 fitness=0
Worker 1: Generation 788 with best=0 fitness=0
Worker 0: Generation 788 with best=0 fitness=0
Worker 2: Generation 788 with best=0 fitness=0
Worker 3: Generation 788 with best=0 fitness=0
Worker 1: Generation 789 with best=0 fitness=0
Worker 0: Generation 789 with best=0 fitness=0
Worker 3: Generation 789 with best=0 fitness=0
Worker 2: Generation 789 with best=0 fitness=0
Worker 1: Generation 790 with best=0 fitness=0
Worker 0: Generation 790 with best=0 fitness=0
Worker 3: Generation 790 with best=0 fitness=0
Worker 2: Generation 790 with best=0 fitness=0
Worker 1: Generation 791 with best=0 fitness=0
Worker 0: Generation 791 with best=0 fitness=0
Worker 3: Generation 791 with best=0 fitness=0
Worker 2: Generation 791 with best=0 fitness=0
Worker 1: Generation 792 with best=0 fitness=0
Worker 0: Generation 792 with best=0 fitness=0
Worker 3: Generation 792 with best=0 fitness=0
Worker 2: Generation 792 with best=0 fitness=0
Worker 1: Generation 793 with best=0 fitness=0
Worker 0: Generation 793 with best=0 fitness=0
Worker 2: Generation 793 with best=0 fitness=0
Worker 3: Generation 793 with best=0 fitness=0
Worker 1: Generation 794 with best=0 fitness=0
Worker 0: Generation 794 with best=0 fitness=0
Worker 3: Generation 794 with best=0 fitness=0
Worker 2: Generation 794 with best=0 fitness=0
Worker 1: Generation 795 with best=0 fitness=0
Worker 0: Generation 795 with best=0 fitness=0
Worker 2: Generation 795 with best=0 fitness=0
Worker 3: Generation 795 with best=0 fitness=0
Worker 1: Generation 796 with best=0 fitness=0
Worker 0: Generation 796 with best=0 fitness=0
Worker 3: Generation 796 with best=0 fitness=0
Worker 2: Generation 796 with best=0 fitness=0
Worker 1: Generation 797 with best=0 fitness=0
Worker 0: Generation 797 with best=0 fitness=0
Worker 2: Generation 797 with best=0 fitness=0
Worker 3: Generation 797 with best=0 fitness=0
Worker 1: Generation 798 with best=0 fitness=0
Worker 0: Generation 798 with best=0 fitness=0
Worker 3: Generation 798 with best=0 fitness=0
Worker 2: Generation 798 with best=0 fitness=0
Worker 1: Generation 799 with best=0 fitness=0
Worker 0: Generation 799 with best=0 fitness=0
Worker 2: Generation 799 with best=0 fitness=0
Worker 3: Generation 799 with best=0 fitness=0
Worker 1: Generation 800 with best=0 fitness=0
Worker 0: Generation 800 with best=0 fitness=0
Worker 2: Generation 800 with best=0 fitness=0
Worker 3: Generation 800 with best=0 fitness=0
Worker 1: Generation 801 with best=0 fitness=0
Worker 0: Generation 801 with best=0 fitness=0
Worker 3: Generation 801 with best=0 fitness=0
Worker 2: Generation 801 with best=0 fitness=0
Worker 1: Generation 802 with best=0 fitness=0
Worker 0: Generation 802 with best=0 fitness=0
Worker 2: Generation 802 with best=0 fitness=0
Worker 3: Generation 802 with best=0 fitness=0
Worker 1: Generation 803 with best=0 fitness=0
Worker 0: Generation 803 with best=0 fitness=0
Worker 3: Generation 803 with best=0 fitness=0
Worker 2: Generation 803 with best=0 fitness=0
Worker 1: Generation 804 with best=0 fitness=0
Worker 0: Generation 804 with best=0 fitness=0
Worker 3: Generation 804 with best=0 fitness=0
Worker 2: Generation 804 with best=0 fitness=0
Worker 1: Generation 805 with best=0 fitness=0
Worker 0: Generation 805 with best=0 fitness=0
Worker 2: Generation 805 with best=0 fitness=0
Worker 3: Generation 805 with best=0 fitness=0
Worker 1: Generation 806 with best=0 fitness=0
Worker 0: Generation 806 with best=0 fitness=0
Worker 3: Generation 806 with best=0 fitness=0
Worker 2: Generation 806 with best=0 fitness=0
Worker 1: Generation 807 with best=0 fitness=0
Worker 0: Generation 807 with best=0 fitness=0
Worker 2: Generation 807 with best=0 fitness=0
Worker 3: Generation 807 with best=0 fitness=0
Worker 1: Generation 808 with best=0 fitness=0
Worker 0: Generation 808 with best=0 fitness=0
Worker 3: Generation 808 with best=0 fitness=0
Worker 2: Generation 808 with best=0 fitness=0
Worker 1: Generation 809 with best=0 fitness=0
Worker 0: Generation 809 with best=0 fitness=0
Worker 3: Generation 809 with best=0 fitness=0
Worker 2: Generation 809 with best=0 fitness=0
Worker 1: Generation 810 with best=0 fitness=0
Worker 0: Generation 810 with best=0 fitness=0
Worker 3: Generation 810 with best=0 fitness=0
Worker 2: Generation 810 with best=0 fitness=0
Worker 1: Generation 811 with best=0 fitness=0
Worker 0: Generation 811 with best=0 fitness=0
Worker 3: Generation 811 with best=0 fitness=0
Worker 2: Generation 811 with best=0 fitness=0
Worker 1: Generation 812 with best=0 fitness=0
Worker 0: Generation 812 with best=0 fitness=0
Worker 3: Generation 812 with best=0 fitness=0
Worker 2: Generation 812 with best=0 fitness=0
Worker 1: Generation 813 with best=0 fitness=0
Worker 0: Generation 813 with best=0 fitness=0
Worker 2: Generation 813 with best=0 fitness=0
Worker 3: Generation 813 with best=0 fitness=0
Worker 1: Generation 814 with best=0 fitness=0
Worker 0: Generation 814 with best=0 fitness=0
Worker 2: Generation 814 with best=0 fitness=0
Worker 3: Generation 814 with best=0 fitness=0
Worker 1: Generation 815 with best=0 fitness=0
Worker 0: Generation 815 with best=0 fitness=0
Worker 3: Generation 815 with best=0 fitness=0
Worker 2: Generation 815 with best=0 fitness=0
Worker 1: Generation 816 with best=0 fitness=0
Worker 0: Generation 816 with best=0 fitness=0
Worker 3: Generation 816 with best=0 fitness=0
Worker 2: Generation 816 with best=0 fitness=0
Worker 1: Generation 817 with best=0 fitness=0
Worker 0: Generation 817 with best=0 fitness=0
Worker 3: Generation 817 with best=0 fitness=0
Worker 2: Generation 817 with best=0 fitness=0
Worker 1: Generation 818 with best=0 fitness=0
Worker 0: Generation 818 with best=0 fitness=0
Worker 2: Generation 818 with best=0 fitness=0
Worker 3: Generation 818 with best=0 fitness=0
Worker 1: Generation 819 with best=0 fitness=0
Worker 0: Generation 819 with best=0 fitness=0
Worker 3: Generation 819 with best=0 fitness=0
Worker 2: Generation 819 with best=0 fitness=0
Worker 1: Generation 820 with best=0 fitness=0
Worker 0: Generation 820 with best=0 fitness=0
Worker 3: Generation 820 with best=0 fitness=0
Worker 2: Generation 820 with best=0 fitness=0
Worker 1: Generation 821 with best=0 fitness=0
Worker 0: Generation 821 with best=0 fitness=0
Worker 2: Generation 821 with best=0 fitness=0
Worker 3: Generation 821 with best=0 fitness=0
Worker 1: Generation 822 with best=0 fitness=0
Worker 0: Generation 822 with best=0 fitness=0
Worker 2: Generation 822 with best=0 fitness=0
Worker 3: Generation 822 with best=0 fitness=0
Worker 1: Generation 823 with best=0 fitness=0
Worker 0: Generation 823 with best=0 fitness=0
Worker 3: Generation 823 with best=0 fitness=0
Worker 2: Generation 823 with best=0 fitness=0
Worker 1: Generation 824 with best=0 fitness=0
Worker 0: Generation 824 with best=0 fitness=0
Worker 3: Generation 824 with best=0 fitness=0
Worker 2: Generation 824 with best=0 fitness=0
Worker 1: Generation 825 with best=0 fitness=0
Worker 0: Generation 825 with best=0 fitness=0
Worker 3: Generation 825 with best=0 fitness=0
Worker 2: Generation 825 with best=0 fitness=0
Worker 1: Generation 826 with best=0 fitness=0
Worker 0: Generation 826 with best=0 fitness=0
Worker 3: Generation 826 with best=0 fitness=0
Worker 2: Generation 826 with best=0 fitness=0
Worker 1: Generation 827 with best=0 fitness=0
Worker 0: Generation 827 with best=0 fitness=0
Worker 3: Generation 827 with best=0 fitness=0
Worker 2: Generation 827 with best=0 fitness=0
Worker 1: Generation 828 with best=0 fitness=0
Worker 0: Generation 828 with best=0 fitness=0
Worker 3: Generation 828 with best=0 fitness=0
Worker 2: Generation 828 with best=0 fitness=0
Worker 1: Generation 829 with best=0 fitness=0
Worker 0: Generation 829 with best=0 fitness=0
Worker 3: Generation 829 with best=0 fitness=0
Worker 2: Generation 829 with best=0 fitness=0
Worker 1: Generation 830 with best=0 fitness=0
Worker 0: Generation 830 with best=0 fitness=0
Worker 3: Generation 830 with best=0 fitness=0
Worker 2: Generation 830 with best=0 fitness=0
Worker 1: Generation 831 with best=0 fitness=0
Worker 0: Generation 831 with best=0 fitness=0
Worker 2: Generation 831 with best=0 fitness=0
Worker 3: Generation 831 with best=0 fitness=0
Worker 1: Generation 832 with best=0 fitness=0
Worker 0: Generation 832 with best=0 fitness=0
Worker 3: Generation 832 with best=0 fitness=0
Worker 2: Generation 832 with best=0 fitness=0
Worker 1: Generation 833 with best=0 fitness=0
Worker 0: Generation 833 with best=0 fitness=0
Worker 3: Generation 833 with best=0 fitness=0
Worker 2: Generation 833 with best=0 fitness=0
Worker 1: Generation 834 with best=0 fitness=0
Worker 0: Generation 834 with best=0 fitness=0
Worker 3: Generation 834 with best=0 fitness=0
Worker 2: Generation 834 with best=0 fitness=0
Worker 1: Generation 835 with best=0 fitness=0
Worker 0: Generation 835 with best=0 fitness=0
Worker 3: Generation 835 with best=0 fitness=0
Worker 2: Generation 835 with best=0 fitness=0
Worker 1: Generation 836 with best=0 fitness=0
Worker 0: Generation 836 with best=0 fitness=0
Worker 3: Generation 836 with best=0 fitness=0
Worker 2: Generation 836 with best=0 fitness=0
Worker 1: Generation 837 with best=0 fitness=0
Worker 0: Generation 837 with best=0 fitness=0
Worker 3: Generation 837 with best=0 fitness=0
Worker 2: Generation 837 with best=0 fitness=0
Worker 1: Generation 838 with best=0 fitness=0
Worker 0: Generation 838 with best=0 fitness=0
Worker 2: Generation 838 with best=0 fitness=0
Worker 3: Generation 838 with best=0 fitness=0
Worker 1: Generation 839 with best=0 fitness=0
Worker 0: Generation 839 with best=0 fitness=0
Worker 3: Generation 839 with best=0 fitness=0
Worker 2: Generation 839 with best=0 fitness=0
Worker 1: Generation 840 with best=0 fitness=0
Worker 0: Generation 840 with best=0 fitness=0
Worker 3: Generation 840 with best=0 fitness=0
Worker 2: Generation 840 with best=0 fitness=0
Worker 1: Generation 841 with best=0 fitness=0
Worker 0: Generation 841 with best=0 fitness=0
Worker 2: Generation 841 with best=0 fitness=0
Worker 3: Generation 841 with best=0 fitness=0
Worker 1: Generation 842 with best=0 fitness=0
Worker 0: Generation 842 with best=0 fitness=0
Worker 3: Generation 842 with best=0 fitness=0
Worker 2: Generation 842 with best=0 fitness=0
Worker 1: Generation 843 with best=0 fitness=0
Worker 0: Generation 843 with best=0 fitness=0
Worker 2: Generation 843 with best=0 fitness=0
Worker 3: Generation 843 with best=0 fitness=0
Worker 1: Generation 844 with best=0 fitness=0
Worker 0: Generation 844 with best=0 fitness=0
Worker 2: Generation 844 with best=0 fitness=0
Worker 3: Generation 844 with best=0 fitness=0
Worker 1: Generation 845 with best=0 fitness=0
Worker 0: Generation 845 with best=0 fitness=0
Worker 3: Generation 845 with best=0 fitness=0
Worker 2: Generation 845 with best=0 fitness=0
Worker 1: Generation 846 with best=0 fitness=0
Worker 0: Generation 846 with best=0 fitness=0
Worker 3: Generation 846 with best=0 fitness=0
Worker 2: Generation 846 with best=0 fitness=0
Worker 1: Generation 847 with best=0 fitness=0
Worker 0: Generation 847 with best=0 fitness=0
Worker 3: Generation 847 with best=0 fitness=0
Worker 2: Generation 847 with best=0 fitness=0
Worker 1: Generation 848 with best=0 fitness=0
Worker 0: Generation 848 with best=0 fitness=0
Worker 3: Generation 848 with best=0 fitness=0
Worker 2: Generation 848 with best=0 fitness=0
Worker 1: Generation 849 with best=0 fitness=0
Worker 0: Generation 849 with best=0 fitness=0
Worker 3: Generation 849 with best=0 fitness=0
Worker 2: Generation 849 with best=0 fitness=0
Worker 1: Generation 850 with best=0 fitness=0
Worker 0: Generation 850 with best=0 fitness=0
Worker 3: Generation 850 with best=0 fitness=0
Worker 2: Generation 850 with best=0 fitness=0
Worker 1: Generation 851 with best=0 fitness=0
Worker 0: Generation 851 with best=0 fitness=0
Worker 2: Generation 851 with best=0 fitness=0
Worker 3: Generation 851 with best=0 fitness=0
Worker 1: Generation 852 with best=0 fitness=0
Worker 0: Generation 852 with best=0 fitness=0
Worker 2: Generation 852 with best=0 fitness=0
Worker 3: Generation 852 with best=0 fitness=0
Worker 1: Generation 853 with best=0 fitness=0
Worker 0: Generation 853 with best=0 fitness=0
Worker 3: Generation 853 with best=0 fitness=0
Worker 2: Generation 853 with best=0 fitness=0
Worker 1: Generation 854 with best=0 fitness=0
Worker 0: Generation 854 with best=0 fitness=0
Worker 3: Generation 854 with best=0 fitness=0
Worker 2: Generation 854 with best=0 fitness=0
Worker 1: Generation 855 with best=0 fitness=0
Worker 0: Generation 855 with best=0 fitness=0
Worker 3: Generation 855 with best=0 fitness=0
Worker 2: Generation 855 with best=0 fitness=0
Worker 1: Generation 856 with best=0 fitness=0
Worker 0: Generation 856 with best=0 fitness=0
Worker 3: Generation 856 with best=0 fitness=0
Worker 2: Generation 856 with best=0 fitness=0
Worker 1: Generation 857 with best=0 fitness=0
Worker 0: Generation 857 with best=0 fitness=0
Worker 2: Generation 857 with best=0 fitness=0
Worker 3: Generation 857 with best=0 fitness=0
Worker 1: Generation 858 with best=0 fitness=0
Worker 0: Generation 858 with best=0 fitness=0
Worker 3: Generation 858 with best=0 fitness=0
Worker 2: Generation 858 with best=0 fitness=0
Worker 1: Generation 859 with best=0 fitness=0
Worker 0: Generation 859 with best=0 fitness=0
Worker 3: Generation 859 with best=0 fitness=0
Worker 2: Generation 859 with best=0 fitness=0
Worker 1: Generation 860 with best=0 fitness=0
Worker 0: Generation 860 with best=0 fitness=0
Worker 3: Generation 860 with best=0 fitness=0
Worker 2: Generation 860 with best=0 fitness=0
Worker 1: Generation 861 with best=0 fitness=0
Worker 0: Generation 861 with best=0 fitness=0
Worker 3: Generation 861 with best=0 fitness=0
Worker 2: Generation 861 with best=0 fitness=0
Worker 1: Generation 862 with best=0 fitness=0
Worker 0: Generation 862 with best=0 fitness=0
Worker 2: Generation 862 with best=0 fitness=0
Worker 3: Generation 862 with best=0 fitness=0
Worker 1: Generation 863 with best=0 fitness=0
Worker 0: Generation 863 with best=0 fitness=0
Worker 2: Generation 863 with best=0 fitness=0
Worker 3: Generation 863 with best=0 fitness=0
Worker 1: Generation 864 with best=0 fitness=0
Worker 0: Generation 864 with best=0 fitness=0
Worker 3: Generation 864 with best=0 fitness=0
Worker 2: Generation 864 with best=0 fitness=0
Worker 1: Generation 865 with best=0 fitness=0
Worker 0: Generation 865 with best=0 fitness=0
Worker 3: Generation 865 with best=0 fitness=0
Worker 2: Generation 865 with best=0 fitness=0
Worker 1: Generation 866 with best=0 fitness=0
Worker 0: Generation 866 with best=0 fitness=0
Worker 3: Generation 866 with best=0 fitness=0
Worker 2: Generation 866 with best=0 fitness=0
Worker 1: Generation 867 with best=0 fitness=0
Worker 0: Generation 867 with best=0 fitness=0
Worker 3: Generation 867 with best=0 fitness=0
Worker 2: Generation 867 with best=0 fitness=0
Worker 1: Generation 868 with best=0 fitness=0
Worker 0: Generation 868 with best=0 fitness=0
Worker 3: Generation 868 with best=0 fitness=0
Worker 2: Generation 868 with best=0 fitness=0
Worker 1: Generation 869 with best=0 fitness=0
Worker 0: Generation 869 with best=0 fitness=0
Worker 3: Generation 869 with best=0 fitness=0
Worker 2: Generation 869 with best=0 fitness=0
Worker 1: Generation 870 with best=0 fitness=0
Worker 0: Generation 870 with best=0 fitness=0
Worker 3: Generation 870 with best=0 fitness=0
Worker 2: Generation 870 with best=0 fitness=0
Worker 1: Generation 871 with best=0 fitness=0
Worker 0: Generation 871 with best=0 fitness=0
Worker 2: Generation 871 with best=0 fitness=0
Worker 3: Generation 871 with best=0 fitness=0
Worker 1: Generation 872 with best=0 fitness=0
Worker 0: Generation 872 with best=0 fitness=0
Worker 2: Generation 872 with best=0 fitness=0
Worker 3: Generation 872 with best=0 fitness=0
Worker 1: Generation 873 with best=0 fitness=0
Worker 0: Generation 873 with best=0 fitness=0
Worker 2: Generation 873 with best=0 fitness=0
Worker 3: Generation 873 with best=0 fitness=0
Worker 1: Generation 874 with best=0 fitness=0
Worker 0: Generation 874 with best=0 fitness=0
Worker 2: Generation 874 with best=0 fitness=0
Worker 3: Generation 874 with best=0 fitness=0
Worker 1: Generation 875 with best=0 fitness=0
Worker 0: Generation 875 with best=0 fitness=0
Worker 3: Generation 875 with best=0 fitness=0
Worker 2: Generation 875 with best=0 fitness=0
Worker 1: Generation 876 with best=0 fitness=0
Worker 0: Generation 876 with best=0 fitness=0
Worker 3: Generation 876 with best=0 fitness=0
Worker 2: Generation 876 with best=0 fitness=0
Worker 1: Generation 877 with best=0 fitness=0
Worker 0: Generation 877 with best=0 fitness=0
Worker 2: Generation 877 with best=0 fitness=0
Worker 3: Generation 877 with best=0 fitness=0
Worker 1: Generation 878 with best=0 fitness=0
Worker 0: Generation 878 with best=0 fitness=0
Worker 3: Generation 878 with best=0 fitness=0
Worker 2: Generation 878 with best=0 fitness=0
Worker 1: Generation 879 with best=0 fitness=0
Worker 0: Generation 879 with best=0 fitness=0
Worker 2: Generation 879 with best=0 fitness=0
Worker 3: Generation 879 with best=0 fitness=0
Worker 1: Generation 880 with best=0 fitness=0
Worker 0: Generation 880 with best=0 fitness=0
Worker 3: Generation 880 with best=0 fitness=0
Worker 2: Generation 880 with best=0 fitness=0
Worker 1: Generation 881 with best=0 fitness=0
Worker 0: Generation 881 with best=0 fitness=0
Worker 3: Generation 881 with best=0 fitness=0
Worker 2: Generation 881 with best=0 fitness=0
Worker 1: Generation 882 with best=0 fitness=0
Worker 0: Generation 882 with best=0 fitness=0
Worker 3: Generation 882 with best=0 fitness=0
Worker 2: Generation 882 with best=0 fitness=0
Worker 1: Generation 883 with best=0 fitness=0
Worker 0: Generation 883 with best=0 fitness=0
Worker 2: Generation 883 with best=0 fitness=0
Worker 3: Generation 883 with best=0 fitness=0
Worker 1: Generation 884 with best=0 fitness=0
Worker 0: Generation 884 with best=0 fitness=0
Worker 3: Generation 884 with best=0 fitness=0
Worker 2: Generation 884 with best=0 fitness=0
Worker 1: Generation 885 with best=0 fitness=0
Worker 0: Generation 885 with best=0 fitness=0
Worker 3: Generation 885 with best=0 fitness=0
Worker 2: Generation 885 with best=0 fitness=0
Worker 1: Generation 886 with best=0 fitness=0
Worker 0: Generation 886 with best=0 fitness=0
Worker 2: Generation 886 with best=0 fitness=0
Worker 3: Generation 886 with best=0 fitness=0
Worker 1: Generation 887 with best=0 fitness=0
Worker 0: Generation 887 with best=0 fitness=0
Worker 3: Generation 887 with best=0 fitness=0
Worker 2: Generation 887 with best=0 fitness=0
Worker 1: Generation 888 with best=0 fitness=0
Worker 0: Generation 888 with best=0 fitness=0
Worker 2: Generation 888 with best=0 fitness=0
Worker 3: Generation 888 with best=0 fitness=0
Worker 1: Generation 889 with best=0 fitness=0
Worker 0: Generation 889 with best=0 fitness=0
Worker 3: Generation 889 with best=0 fitness=0
Worker 2: Generation 889 with best=0 fitness=0
Worker 1: Generation 890 with best=0 fitness=0
Worker 0: Generation 890 with best=0 fitness=0
Worker 2: Generation 890 with best=0 fitness=0
Worker 3: Generation 890 with best=0 fitness=0
Worker 1: Generation 891 with best=0 fitness=0
Worker 0: Generation 891 with best=0 fitness=0
Worker 3: Generation 891 with best=0 fitness=0
Worker 2: Generation 891 with best=0 fitness=0
Worker 1: Generation 892 with best=0 fitness=0
Worker 0: Generation 892 with best=0 fitness=0
Worker 2: Generation 892 with best=0 fitness=0
Worker 3: Generation 892 with best=0 fitness=0
Worker 1: Generation 893 with best=0 fitness=0
Worker 0: Generation 893 with best=0 fitness=0
Worker 3: Generation 893 with best=0 fitness=0
Worker 2: Generation 893 with best=0 fitness=0
Worker 1: Generation 894 with best=0 fitness=0
Worker 0: Generation 894 with best=0 fitness=0
Worker 2: Generation 894 with best=0 fitness=0
Worker 3: Generation 894 with best=0 fitness=0
Worker 1: Generation 895 with best=0 fitness=0
Worker 0: Generation 895 with best=0 fitness=0
Worker 3: Generation 895 with best=0 fitness=0
Worker 2: Generation 895 with best=0 fitness=0
Worker 1: Generation 896 with best=0 fitness=0
Worker 0: Generation 896 with best=0 fitness=0
Worker 3: Generation 896 with best=0 fitness=0
Worker 2: Generation 896 with best=0 fitness=0
Worker 1: Generation 897 with best=0 fitness=0
Worker 0: Generation 897 with best=0 fitness=0
Worker 3: Generation 897 with best=0 fitness=0
Worker 2: Generation 897 with best=0 fitness=0
Worker 1: Generation 898 with best=0 fitness=0
Worker 0: Generation 898 with best=0 fitness=0
Worker 3: Generation 898 with best=0 fitness=0
Worker 2: Generation 898 with best=0 fitness=0
Worker 1: Generation 899 with best=0 fitness=0
Worker 0: Generation 899 with best=0 fitness=0
Worker 2: Generation 899 with best=0 fitness=0
Worker 3: Generation 899 with best=0 fitness=0
Worker 1: Generation 900 with best=0 fitness=0
Worker 0: Generation 900 with best=0 fitness=0
Worker 3: Generation 900 with best=0 fitness=0
Worker 2: Generation 900 with best=0 fitness=0
Worker 1: Generation 901 with best=0 fitness=0
Worker 0: Generation 901 with best=0 fitness=0
Worker 3: Generation 901 with best=0 fitness=0
Worker 2: Generation 901 with best=0 fitness=0
Worker 1: Generation 902 with best=0 fitness=0
Worker 0: Generation 902 with best=0 fitness=0
Worker 3: Generation 902 with best=0 fitness=0
Worker 2: Generation 902 with best=0 fitness=0
Worker 1: Generation 903 with best=0 fitness=0
Worker 0: Generation 903 with best=0 fitness=0
Worker 3: Generation 903 with best=0 fitness=0
Worker 2: Generation 903 with best=0 fitness=0
Worker 1: Generation 904 with best=0 fitness=0
Worker 0: Generation 904 with best=0 fitness=0
Worker 3: Generation 904 with best=0 fitness=0
Worker 2: Generation 904 with best=0 fitness=0
Worker 1: Generation 905 with best=0 fitness=0
Worker 0: Generation 905 with best=0 fitness=0
Worker 3: Generation 905 with best=0 fitness=0
Worker 2: Generation 905 with best=0 fitness=0
Worker 1: Generation 906 with best=0 fitness=0
Worker 0: Generation 906 with best=0 fitness=0
Worker 2: Generation 906 with best=0 fitness=0
Worker 3: Generation 906 with best=0 fitness=0
Worker 1: Generation 907 with best=0 fitness=0
Worker 0: Generation 907 with best=0 fitness=0
Worker 3: Generation 907 with best=0 fitness=0
Worker 2: Generation 907 with best=0 fitness=0
Worker 1: Generation 908 with best=0 fitness=0
Worker 0: Generation 908 with best=0 fitness=0
Worker 2: Generation 908 with best=0 fitness=0
Worker 3: Generation 908 with best=0 fitness=0
Worker 1: Generation 909 with best=0 fitness=0
Worker 0: Generation 909 with best=0 fitness=0
Worker 3: Generation 909 with best=0 fitness=0
Worker 2: Generation 909 with best=0 fitness=0
Worker 1: Generation 910 with best=0 fitness=0
Worker 0: Generation 910 with best=0 fitness=0
Worker 2: Generation 910 with best=0 fitness=0
Worker 3: Generation 910 with best=0 fitness=0
